Gene.ID	Gene.Name	1.AD_A	2.AD_A	3.AD_A	4.AD_A	1.AD_B	2.AD_B	3.AD_B	4.AD_B	1.AD_C	2.AD_C	3.AD_C	4.AD_C
ENSG00000106211	HSPB1	223910	6570.5	248030	451450	110150	2622.4	119110	226940	67459	2333.1	77041	137740
ENSG00000106244	PDAP1	46058	1950.4	53913	50839	88925	4420.8	90056	123840	20659	716.52	23238	22032
ENSG00000106263	EIF3B	215950	11057	248680	280180	91836	4408.9	102400	123880	63465	3189.2	72623	87023
ENSG00000106266	SNX8	5649.2	189.07	6119.3	9675.8	4038.6	112.48	3724.7	6237.3	3017.9	0	3096.4	4606.4
ENSG00000106278	PTPRZ1	723930	34956	729290	1111400	510970	25594	524390	788190	331990	16999	341940	509830
ENSG00000106299	WASL	63629	3037.1	62662	69575	73815	3258.3	75853	85307	59517	2796.6	61566	66565
ENSG00000106351	AGFG2	126780	6185.3	139180	180250	27511	1415.8	28240	40342	0	0	0	0
ENSG00000106367	AP1S1	14164	700.46	12334	14983	7016	167.66	5038.1	5671.4	4578.3	180.28	3291.8	4590.9
ENSG00000106524	ANKMY2	97400	4268.5	105060	155860	57707	3903.8	65075	92866	36255	1535.7	37435	54695
ENSG00000106605	BLVRA	221060	12545	313160	427690	185240	8998.9	220870	308460	81168	3386.6	90837	161760
ENSG00000106615	RHEB	403300	22617	432390	592820	182590	11738	203160	269770	100550	6217	112590	145580
ENSG00000106665	CLIP2	289270	14692	308630	530820	149610	7597.5	162410	247410	73153	3349.8	102540	133600
ENSG00000106682	EIF4H	106020	5359	139420	129400	84602	3497.3	77345	112350	33346	1437.7	36940	43370
ENSG00000106683	LIMK1	55337	2212.4	52503	67993	24810	1024.2	25738	33554	11949	342.35	11350	14051
ENSG00000106701	FSD1L	99710	4541.7	107840	156020	47132	2875	51961	79686	32661	1466.6	33757	51007
ENSG00000106789	CORO2A	110570	6258.3	137770	115010	61338	2497.3	69238	59805	32374	1650.2	34588	33504
ENSG00000106976	DNM1	1179800	63535	1330400	1546400	748810	37012	819000	1025100	404530	19752	420730	529060
ENSG00000106992	AK1	3023.6	91.518	3815.7	3801.8	2039.8	46.47	2624.2	2555.3	1673.6	0	1789	2448.4
ENSG00000107130	NCS1	321170	20819	562590	985020	72167	3357	94448	128820	75745	4586.6	123070	205670
ENSG00000107263	RAPGEF1	23403	1294.7	29812	27722	6905.8	222.53	9233.2	8146	0	0	0	0
ENSG00000107295	SH3GL2	190650	8578.9	122240	302190	83072	4741.7	58765	124310	44576	2437.3	30895	78641
ENSG00000107331	ABCA2	0	0	0	0	35751	3832.9	49092	57007	14779	1117.1	17814	22477
ENSG00000107581	EIF3A	235200	12126	265260	389460	85234	4590.6	92718	134560	36966	1525.5	42720	56119
ENSG00000107758	PPP3CB	47868	1724.7	50278	58682	45394	2318.7	50662	60364	37426	1587.6	42301	45981
ENSG00000107862	GBF1	120170	5511.6	142820	154180	59785	2948.3	69463	75568	29662	1715.2	38029	41702
ENSG00000107863	ARHGAP21	109660	6081.9	139660	150810	32776	1867.7	43921	49110	43086	2288.2	54190	60373
ENSG00000107897	ACBD5	172230	9872.8	209090	278800	80398	4895.1	90232	115020	55239	2760.8	62562	77911
ENSG00000107959	PITRM1	8477.8	284.68	8083.8	10394	0	0	0	0	20255	1078.3	18153	24077
ENSG00000108010	GLRX3	150270	6762.2	145910	205230	92102	4197	87215	137760	17892	809.04	18947	27269
ENSG00000108039	XPNPEP1	255570	11615	256430	418310	51481	2164.7	48269	84992	49565	2015.1	47933	83594
ENSG00000108064	TFAM	88453	4146.1	89183	93227	50431	2447.3	50497	57177	43513	2100.7	45031	52549
ENSG00000108094	CUL2	344900	18174	406840	506910	178330	8860.2	214600	256630	35412	2240.5	55188	63144
ENSG00000108187	PBLD	67319	3334.7	74979	126850	83241	3806	91525	112200	28796	1427.3	32138	53644
ENSG00000108231	LGI1	671420	31641	700450	797700	308880	15015	312680	389270	386430	18515	393500	464020
ENSG00000108309	RUNDC3A	85384	4437.8	101230	115650	47585	1732.4	51970	59023	35644	2010.5	42416	42820
ENSG00000108344	PSMD3	134800	6856	166890	260710	82694	4233.9	98307	161480	55957	2786	63028	105970
ENSG00000108381	ASPA	440870	22913	492640	751310	154000	6818.4	185120	255190	72717	3227.1	78932	123280
ENSG00000108387	SEPTIN4	135300	7109.3	188100	297820	134840	6342.6	184770	290690	156360	8675.8	217110	354100
ENSG00000108424	KPNB1	148410	7331.5	164570	246770	56914	2991.7	63443	102030	23529	1045.5	26403	38716
ENSG00000108439	PNPO	114720	5021.3	99997	159050	127170	6936.6	131230	171360	75255	3484.8	64671	94184
ENSG00000108465	CDK5RAP3	66223	2541.3	69743	107520	23535	1335	27191	38025	20434	391.74	21713	31676
ENSG00000108479	GALK1	298500	13549	345120	562240	28494	1175	47153	63732	88142	3863.2	95512	140950
ENSG00000108528	SLC25A11	1332000	102060	1559600	1692400	768390	60040	885780	1013400	250950	17399	318870	388470
ENSG00000108559	NUP88	31837	1946.5	35621	48899	0	0	0	0	21322	1243.4	25046	33272
ENSG00000108578	BLMH	266080	13649	307160	386620	143200	7139.8	161990	213720	55025	2512.6	59682	77223
ENSG00000108582	CPD	65386	2520.7	61440	79498	16712	879.83	17557	21174	14281	686.45	15317	20378
ENSG00000108654	DDX5	56049	2616.6	66265	80998	50529	2448.4	66844	73053	49297	2717.7	74292	78714
ENSG00000108669	CYTH1	52548	2595.2	45625	80323	39861	2207	30448	53378	29469	957.32	24041	40718
ENSG00000108671	PSMD11	166710	8001.9	236540	284180	35701	1537.3	51510	67516	67910	3366.8	78983	102250
ENSG00000108679	LGALS3BP	90455	4149.5	96303	159680	63221	3249.5	68090	109560	64049	3689.8	68002	109010
ENSG00000108774	RAB5C	283700	14930	311490	537770	133990	6904.1	143130	261200	99493	5242.8	106900	181700
ENSG00000108797	CNTNAP1	546420	30456	584820	775650	313220	14081	339210	447420	189700	8394.4	202370	263750
ENSG00000108829	LRRC59	131490	5750.2	132440	194070	33633	1123.1	34666	54067	42340	1602.7	43218	58365
ENSG00000108852	MPP2	86088	4451	97456	123090	48277	2311.6	53338	69231	24361	1301.9	31053	36163
ENSG00000108883	EFTUD2	226060	12458	249050	354700	117660	6000.3	130500	189620	77890	4017.2	90564	135150
ENSG00000108946	PRKAR1A	40871	1706.3	37107	74928	7785	513.55	8689.5	11156	21136	1068.4	22451	35112
ENSG00000108984	MAP2K6	45032	1932.3	34396	69473	25905	966.08	19663	38088	21458	1258.6	15832	30780
ENSG00000109062	SLC9A3R1	328130	15745	351740	420040	179190	9371.5	198340	228500	89939	4180.7	101200	126020
ENSG00000109107	ALDOC	757690	36872	793790	1046600	376670	18547	380190	508120	282290	12599	269600	365220
ENSG00000109180	OCIAD1	230400	11870	297870	332340	179140	9598	223280	252060	120460	6700.5	148250	170180
ENSG00000109472	CPE	66815	3302.2	86154	78629	20971	669.54	27433	23765	5703	170.16	7405.2	7436.7
ENSG00000109519	GRPEL1	226480	12723	233370	369770	51055	2375.5	56830	84815	57161	3488.2	61038	90223
ENSG00000109654	TRIM2	230230	10807	231060	386250	182610	9108.5	178480	285050	83645	3713.8	79260	132140
ENSG00000109846	CRYAB	620140	35070	596330	1296100	400940	20138	401450	806650	202030	10993	206960	425750
ENSG00000109917	ZPR1	118240	6197.1	139420	134620	22227	1006	24873	25181	24631	896.84	29894	28882
ENSG00000109971	HSPA8	344010	17344	345230	633610	182540	8986.5	163790	308780	96808	4553.5	86705	160330
ENSG00000110047	EHD1	163910	7108	147070	254810	171060	8314.8	175220	263720	95254	3956.3	98005	149220
ENSG00000110048	OSBP	313840	17054	375950	440810	108760	4976.3	131720	152220	58912	2766.8	73750	85741
ENSG00000110090	CPT1A	248670	14823	283400	289570	136330	8229.1	170550	232860	19644	695.17	23321	24883
ENSG00000110107	PRPF19	224040	15279	252480	333460	150950	8935.8	168590	244050	84667	5387.8	88618	130780
ENSG00000110169	HPX	85168	4703.3	68083	108720	28573	3312.9	23156	35808	20766	2469	15107	26129
ENSG00000110315	RNF141	38602	2028.9	43751	45853	16690	751.73	20806	21921	9504.6	638.97	11362	12152
ENSG00000110321	EIF4G2	157540	7434.6	177890	241080	109600	5914	130330	175040	53569	3016.6	62020	83982
ENSG00000110344	UBE4A	88770	4840	104410	149270	0	0	0	0	28697	1025.4	33913	47197
ENSG00000110367	DDX6	182170	9951.9	194550	267560	93439	4094.1	100630	135550	41557	2270.9	42645	60465
ENSG00000110395	CBL	0	0	0	0	47311	1937.5	54851	58589	33899	1755.8	45982	53413
ENSG00000110435	PDHX	211850	13862	414900	207050	184550	8627.4	269910	189100	101400	5962.9	170030	105180
ENSG00000110436	SLC1A2	27324	1057.5	28390	40924	13188	226.53	13054	17226	2871.7	109.39	4438.1	4051.5
ENSG00000110442	COMMD9	20038	638.96	23107	26927	8546.4	491.72	10954	11311	0	0	0	0
ENSG00000110514	MADD	269730	13795	272520	308660	119540	5280.7	116430	147060	34997	1592.2	30494	49575
ENSG00000110697	PITPNM1	101320	5058.1	114330	152610	0	0	0	0	47303	1810.3	59991	59000
ENSG00000110700	RPS13	188230	17656	354540	403510	61082	5321	108110	128310	66954	4792.4	108030	110910
ENSG00000110711	AIP	26139	1285.4	33834	43733	9534.2	212.65	12219	14647	5198.2	135.34	6710.1	8595.1
ENSG00000110717	NDUFS8	193420	9785.9	164250	253880	115210	5706.7	91600	141350	60555	2748.2	51802	74164
ENSG00000110871	COQ5	233360	9768.2	247010	321900	118990	6212.3	132780	174530	55556	2237.2	65075	77162
ENSG00000110880	CORO1C	316610	15353	350430	493180	212200	9939.3	241850	339490	133090	6961.4	150780	208150
ENSG00000110917	MLEC	75477	3303	78915	111230	14605	690.28	18011	25164	0	0	0	0
ENSG00000110921	MVK	30110	1662.9	36676	46894	12851	799.29	16549	19237	0	0	0	0
ENSG00000110931	CAMKK2	141280	6319.3	110350	144090	176960	8392.1	158080	219190	172720	9367.2	147070	202930
ENSG00000110955	ATP5F1B	396110	18906	523990	436430	288740	15178	302380	306120	227450	10832	232490	243120
ENSG00000111052	LIN7A	46539	2388.5	48884	75116	0	0	0	0	7074	336.29	6734.8	11157
ENSG00000111077	TNS2	180260	10176	220630	272360	4366.6	203.1	6209.9	6821.9	2572.4	146.51	3543.3	3677
ENSG00000111110	PPM1H	231140	9470	236230	280130	117660	5212.9	114380	140290	32842	1601.2	34111	39141
ENSG00000111144	LTA4H	53809	3496.6	58834	102630	57840	3036.4	60778	99046	47727	2563.3	49467	78789
ENSG00000111275	ALDH2	354940	19893	420930	662750	227830	10423	265100	369910	167530	8331.9	213970	261980
ENSG00000111344	RASAL1	105190	4443.1	125200	126190	38028	1783.9	48948	73896	35011	1601.7	41559	44214
ENSG00000111481	COPZ1	86825	4053.6	95456	118160	67888	2988.3	77764	102790	65707	3066.6	75454	94096
ENSG00000111530	CAND1	204400	13406	262320	357630	221770	11217	289510	378060	154390	7420.6	184080	249100
ENSG00000111540	RAB5B	0	1253.9	24811	30333	18461	1104.7	31869	39251	7253.7	219.71	8161.8	10387
ENSG00000111605	CPSF6	23022	994.38	25387	31385	13136	386.77	15833	18324	10296	399.79	11408	13191
ENSG00000111652	COPS7A	255740	12115	268870	351730	192990	9482.6	219190	263740	217030	9568.5	247000	304970
ENSG00000111669	TPI1	97915	6072	117810	129090	0	0	0	0	22409	909.83	26124	26800
ENSG00000111674	ENO2	104370	6145.3	86363	213880	0	0	0	0	80280	4108.9	63491	150940
ENSG00000111696	NT5DC3	121960	5766.1	152070	139760	63023	3063.8	69638	66812	37157	1860.3	45372	44393
ENSG00000111726	CMAS	202020	11587	205470	357040	164040	8007.4	182840	292650	92012	5020.6	96797	164990
ENSG00000111731	C2CD5	277270	14859	345040	327000	81762	4212.2	104870	98780	53071	2852.7	69762	65904
ENSG00000111737	RAB35	443.66	0	491.67	499.08	46950	2288.3	62541	57438	40100	1805.1	52354	49067
ENSG00000111801	BTN3A3	30391	1396.9	36167	44226	22599	1161.6	25052	33862	0	0	0	0
ENSG00000111906	HDDC2	0	0	0	0	34233	1089.8	33741	58336	19212	662.48	17639	32343
ENSG00000111912	NCOA7	43588	3156.2	56734	67076	8030.4	138.82	9706.4	13413	0	0	0	0
ENSG00000111961	SASH1	42330	1871.1	40048	55590	28128	1589.5	26791	37617	14099	522.1	13549	18358
ENSG00000112137	PHACTR1	180350	9542.5	211120	211950	70321	3749.4	82255	79712	46788	2670.9	60116	53224
ENSG00000112186	CAP2	332950	15736	366860	361900	216820	9966.9	239800	241000	125330	5689.7	145090	138270
ENSG00000112210	RAB23	221790	12852	303560	334510	82793	4777.2	112370	127340	0	0	0	0
ENSG00000112290	WASF1	164840	8935	193910	215170	106800	4922.3	127930	138130	84655	4779.5	100020	111660
ENSG00000112294	ALDH5A1	382610	18765	362210	608560	335280	15418	317870	524040	305160	14462	276200	480920
ENSG00000112305	SMAP1	17345	957.55	16890	21320	40969	1718.6	37115	50644	38852	1479.4	33044	46947
ENSG00000112335	SNX3	418200	22113	542850	583460	158690	7845.5	212460	234180	100050	4463.3	125680	143360
ENSG00000112339	HBS1L	33864	1774.3	45255	40865	9162.7	244.99	12665	13414	11238	671.38	16424	15724
ENSG00000112379	ARFGEF3	188430	10079	215150	240670	55709	3297.7	67379	74917	41553	2405.6	47195	55003
ENSG00000112425	EPM2A	29596	1652.5	36694	38199	5415.2	108.25	6165.5	6190.6	3194.8	171.25	4914.5	4342.1
ENSG00000112531	QKI	118430	5640.4	137640	183850	60709	3363.3	71240	102120	39811	2023.6	47925	62931
ENSG00000112640	PPP2R5D	540440	38407	517030	775500	93110	4513.5	85723	141990	59237	3057.8	53156	98033
ENSG00000112685	EXOC2	128230	7252.3	158770	213300	58343	3404.2	67729	71445	20515	732.61	24664	33429
ENSG00000112697	TMEM30A	683250	61368	937130	1169000	258950	21165	350620	437790	195850	15408	268640	321480
ENSG00000112851	ERBIN	79459	3539.9	91190	156280	8166.2	367.91	8776	15780	0	0	0	0
ENSG00000112992	NNT	1082300	54250	1103900	1238900	661950	33245	687140	767910	527100	25249	549670	601890
ENSG00000113013	HSPA9	440480	27665	609710	657660	307420	18590	391030	510980	225730	12031	262020	357750
ENSG00000113048	MRPS27	42315	2264	32836	46036	30218	1312.4	22091	31786	19669	1241.8	15214	22560
ENSG00000113282	CLINT1	50072	2619.2	56856	65878	18614	746.75	22687	25686	21337	1156.6	21077	25736
ENSG00000113312	TTC1	83800	3421.7	83197	101340	33617	1353.2	37863	44427	32137	1201	29224	41138
ENSG00000113368	LMNB1	82315	4492.9	110050	123350	31643	1515.8	36947	51178	16624	891.19	19785	29585
ENSG00000113387	SUB1	184860	8281.2	171270	306730	105980	4980.7	98955	177590	73196	3591.6	62962	110140
ENSG00000113407	TARS1	180690	7512.8	210220	319750	152930	7902.1	168590	276870	107350	5591.7	123510	197730
ENSG00000113448	PDE4D	0	0	0	0	18271	986.69	22306	24982	16984	641.45	19379	19699
ENSG00000113522	RAD50	47961	1888.1	37854	42327	35418	1955.3	28283	33122	15251	791.9	13900	14173
ENSG00000113552	GNPDA1	96299	4874.1	110800	175510	29165	1363.2	32296	52231	28421	1385.9	34378	52992
ENSG00000113578	FGF1	78861	3754.1	95742	135450	10809	389.79	14309	16719	24516	1037.3	29482	46694
ENSG00000113643	RARS1	284890	15281	391410	406170	97748	4432.4	100760	131930	33192	2521	46807	48940
ENSG00000113657	DPYSL3	19580	901.12	24629	24917	6478.1	190.92	7419.2	7173.4	3464.3	175.42	4520.1	4118.9
ENSG00000113758	DBN1	99769	4481.9	55546	148720	52585	2670.8	31961	75011	73459	3789.2	41644	112800
ENSG00000113763	UNC5A	29241	1706.6	34181	41680	10043	556.37	12393	15531	0	0	0	0
ENSG00000113966	ARL6	0	0	0	0	20560	712.35	18085	35159	11350	671.96	9986.3	17034
ENSG00000114021	NIT2	235630	11538	245480	342080	104510	4915.4	107910	150100	117270	6567.8	121990	155560
ENSG00000114054	PCCB	375770	20287	480230	415130	166520	8744.1	215260	180120	143740	7054.9	185020	156740
ENSG00000114098	ARMC8	314810	22075	377520	361860	245040	16289	300230	323930	126520	8180.7	151710	169420
ENSG00000114115	RBP1	369610	18999	411700	650240	44832	1819	50880	60922	244700	12393	270050	404260
ENSG00000114209	PDCD10	67426	4217.8	81240	101880	26329	1853	30971	34000	16499	554.45	22762	25207
ENSG00000114302	PRKAR2A	293340	18741	316560	435290	161250	9980.8	177740	238910	128830	8036.8	153190	174190
ENSG00000114353	GNAI2	55339	2734.1	122160	231240	58528	2976.8	117060	228550	49090	2012.5	90998	164190
ENSG00000114354	TFG	201970	10995	237450	323710	50801	2609.7	59600	77107	63784	2932.1	72346	104020
ENSG00000114383	TUSC2	92066	4426.5	106540	102940	91278	5358.2	105290	105180	18352	999.34	21594	19456
ENSG00000114416	FXR1	104590	5409.1	98399	159210	85740	4456.5	75745	137900	57319	2847.6	54781	92139
ENSG00000114480	GBE1	59799	2911.7	74469	71323	13384	347.19	15954	14389	5593	232.18	7718.8	7053.5
ENSG00000114491	UMPS	0	0	0	0	43765	2198.3	53478	57974	22659	1134.1	27677	32514
ENSG00000114520	SNX4	153100	8299.9	168550	187650	76124	3599.2	79250	88313	56202	2660.6	56665	67175
ENSG00000114573	ATP6V1A	660900	35548	773330	845180	190290	8861.9	222370	242130	122310	5856.9	132380	147140
ENSG00000114646	CSPG5	65396	3419	44369	80601	0	0	0	0	59788	3435	42204	77217
ENSG00000114698	PLSCR4	99671	5720.5	120410	192850	30035	1416.8	37321	50005	14922	570.02	16795	24116
ENSG00000114742	WDR48	36141	2178.8	40323	44557	10134	615.9	12749	12422	9298.3	436.12	7463.4	9932.8
ENSG00000114757	PEX5L	82489	4480.8	91917	137480	0	0	5578.8	11532	38869	1714.5	41185	62638
ENSG00000114948	ADAM23	24577	1533.1	32753	63092	0	200.96	6626.1	8102.4	4974.2	230.31	6914.4	11881
ENSG00000115053	NCL	594560	29230	458500	1046800	356410	18377	270860	627730	225150	10446	186520	358310
ENSG00000115091	ACTR3	466990	22801	538550	627780	301480	13911	346950	402760	268010	13501	312090	351120
ENSG00000115159	GPD2	728700	37080	776620	950090	390980	22041	428260	528400	283750	13834	310040	383940
ENSG00000115194	SLC30A3	63779	2944.8	70239	64659	29188	1479.1	33591	28073	19542	957.65	20566	18205
ENSG00000115211	EIF2B4	65726	4247.1	70608	72466	17390	976.42	20060	22916	0	0	0	0
ENSG00000115233	PSMD14	168190	8045.7	204700	269800	34845	1353	40786	53655	78969	3542.4	95684	126260
ENSG00000115234	SNX17	84308	5341.9	92635	127510	17967	1194.8	26253	25030	0	0	0	0
ENSG00000115252	PDE1A	149210	9727.5	198000	304770	22686	898.15	26937	41171	64179	3357.4	70383	102830
ENSG00000115275	MOGS	10956	505.06	14945	16690	53502	2981.1	66800	74695	4306.6	110.11	4957.9	5204.8
ENSG00000115306	SPTBN1	1851600	90986	1952300	2795900	878930	42008	989780	1347100	791430	37830	841830	1146800
ENSG00000115310	RTN4	527210	26125	482800	690160	275340	13485	220340	353620	210280	10729	168300	271530
ENSG00000115355	CCDC88A	60707	2679.3	57159	86392	33209	1659.4	32297	50007	36055	1675	36758	52920
ENSG00000115364	MRPL19	27867	1290.2	34726	34703	33314	1658.7	40399	40249	9584.7	135.56	11062	12321
ENSG00000115365	LANCL1	576790	32385	746500	1007700	321960	17572	398150	555290	247180	12441	301970	426750
ENSG00000115415	STAT1	89005	4232.2	111240	138180	52738	2995.1	70499	84990	34956	1854	47782	63765
ENSG00000115419	GLS	750040	39696	864950	1016300	466850	26248	545590	619060	323590	17276	393440	413890
ENSG00000115484	CCT4	524080	28257	568690	657200	300700	13946	331850	392670	147170	6819.5	160340	190640
ENSG00000115524	SF3B1	57111	3036.3	71632	81728	31950	1324.9	39831	45309	16091	696.36	20010	25046
ENSG00000115541	HSPE1	1074100	55286	1387200	1452800	658780	35262	861260	877490	257120	13348	347920	343970
ENSG00000115677	HDLBP	4027.3	0	5508.1	4749.8	18275	1227.7	21031	27850	11842	681.09	12753	15967
ENSG00000115685	PPP1R7	173490	10228	226690	365100	30842	1584.1	26613	53973	20105	3000.7	48798	91239
ENSG00000115808	STRN	285450	15774	350020	412670	194880	11032	225680	247880	127220	7382.5	154570	188360
ENSG00000115840	SLC25A12	1711000	86959	2076600	2200500	848030	42389	1034400	1102000	543990	29016	633310	755860
ENSG00000115866	DARS1	133590	6811.8	149250	203540	71961	3770.4	82162	99693	54113	2526.9	64706	83761
ENSG00000115875	SRSF7	27336	998.54	39397	34495	9779.3	156.12	16097	12340	8404.5	234.29	12260	10201
ENSG00000115896	PLCL1	226580	11934	253330	354250	118870	7145.6	130740	194690	52495	2971.5	58684	87077
ENSG00000115902	SLC1A4	402260	20744	519600	523760	113740	5508.2	132190	145290	75652	4491.1	84044	99055
ENSG00000115944	COX7A2L	75025	3804.8	83136	67149	71776	3856.4	82789	61592	88179	4860.1	98244	79501
ENSG00000115977	AAK1	215060	15977	259210	283570	67251	3048.8	78645	89392	20238	1123.2	23662	28179
ENSG00000116005	PCYOX1	457320	24329	540180	719520	263360	13028	335440	452440	111540	5991.9	140380	192290
ENSG00000116030	SUMO1	41390	2105.3	45586	60325	37761	2030	43456	60292	12734	490.83	15615	20384
ENSG00000116120	FARSB	775480	41290	826740	901440	309840	15566	332210	387670	374930	19447	372770	459640
ENSG00000116141	MARK1	80936	4000.8	99307	88701	60276	2620.3	73340	62890	35875	2144.2	41734	40281
ENSG00000116147	TNR	234490	12197	246070	292460	193430	9395.6	212790	250540	108430	6334.4	118060	145670
ENSG00000116161	CACYBP	151140	7351.4	135140	275260	80709	3586.3	72486	151600	47122	2231.4	46663	82052
ENSG00000116171	SCP2	107290	5548.4	105270	166010	44635	2414.5	44979	73472	36689	2105.1	33582	58924
ENSG00000116251	RPL22	174800	8690.5	194210	274960	92159	4141.7	98024	150230	52186	2125.8	53309	81256
ENSG00000116266	STXBP3	37849	1957.2	37635	69205	45631	2697.4	51723	78996	0	0	0	0
ENSG00000116288	PARK7	170760	8796	194140	251030	11627	513.89	13653	12670	0	0	0	0
ENSG00000116337	AMPD2	171610	8910	139220	220680	99622	5058.7	84708	129880	66067	2894	56543	89031
ENSG00000116544	DLGAP3	19613	954.7	18173	16766	13680	389.8	14507	13199	8002.7	252.16	7122.5	6852.6
ENSG00000116560	SFPQ	279110	13698	285410	506350	81930	3573.5	89115	157000	80114	3698.2	82453	154400
ENSG00000116584	ARHGEF2	24473	941.42	30885	26813	106050	5590.8	119400	117910	96897	4113.8	101330	107590
ENSG00000116586	LAMTOR2	26290	1372.5	27403	50189	19180	981.54	18671	33799	10197	656.59	10385	20170
ENSG00000116675	DNAJC6	370950	18219	378500	476510	307580	13054	282980	395340	192970	7964.7	196220	259790
ENSG00000116688	MFN2	293200	17850	348580	395630	142120	7670.5	167000	223570	68679	4146.6	84437	82253
ENSG00000116747	RO60	75919	3880.4	92832	107380	36992	2293.9	59719	67192	22824	1144.7	28843	36906
ENSG00000116750	UCHL5	124860	7447.7	156200	154500	69811	3994.1	78333	80869	9482.2	362.42	11897	13618
ENSG00000116791	CRYZ	440980	27501	663570	812330	366010	20411	497760	631800	190860	10519	256830	326990
ENSG00000116871	MAP7D1	213050	12503	238990	265290	100530	5431.7	115270	133720	67211	3529.9	75727	84913
ENSG00000116874	WARS2	101660	5679.2	116150	165830	0	0	0	0	19221	934.04	21213	32401
ENSG00000116885	OSCP1	16137	1019.3	22570	27150	8102.5	230.03	9825.2	12782	25669	937.54	28345	34759
ENSG00000116903	EXOC8	65375	2911.7	80837	96351	37866	2201.1	46451	57472	20194	973.73	27630	34319
ENSG00000117016	RIMS3	166250	8543	189370	196480	60240	2975.1	71900	72109	46590	2472.3	52396	55893
ENSG00000117054	ACADM	71177	5976.5	107060	171750	0	0	0	0	8677.9	881.04	21518	31006
ENSG00000117115	PADI2	773560	40056	847100	1407800	469860	21629	500560	968250	322060	15721	350710	608120
ENSG00000117118	SDHB	551970	26255	650190	728230	263320	12545	288010	335190	198140	10515	231430	263250
ENSG00000117143	UAP1	74555	4207.3	87060	114360	43851	2073	44729	64849	27962	1065.5	30414	42489
ENSG00000117298	ECE1	19977	975.17	20817	29239	17875	611.91	21626	32656	9343.6	233.25	11294	16020
ENSG00000117305	HMGCL	12490	626.13	18988	20726	20418	1076.9	25492	27287	5898.7	276.63	7124.3	7998.3
ENSG00000117394	SLC2A1	250690	11885	240200	289630	96857	4968	97415	114900	45483	2408.1	46622	53532
ENSG00000117448	AKR1A1	1680100	90797	2026100	2947400	992940	51240	1246300	1831000	640120	30741	805770	1196300
ENSG00000117450	PRDX1	793120	41929	937190	1607900	414580	23093	451360	1018300	310440	15663	328430	782470
ENSG00000117528	ABCD3	78806	3827	84060	109870	30377	1269.4	31034	41317	26470	813.75	25631	35203
ENSG00000117592	PRDX6	114090	5172.8	157420	225170	75697	2186.9	100780	180000	57557	593.59	69362	154710
ENSG00000117593	DARS2	119480	6242.3	129070	138090	6394.2	182.2	9014.6	7235.8	21807	935.35	23947	25555
ENSG00000117632	STMN1	192900	9438	211500	349270	65287	3632.6	63887	109840	26489	1092.5	29144	49884
ENSG00000117640	MTFR1L	43971	2233.7	41390	62829	38301	1696.3	38782	47472	24976	1249.9	29028	33475
ENSG00000117691	NENF	181910	8868.9	179760	238440	76659	2926.8	73855	111410	51827	2011	47315	73031
ENSG00000117748	RPA2	0	0	0	0	26211	1605.2	34954	41619	26867	1241.9	34241	40387
ENSG00000117791	MTARC2	633910	33426	811080	976800	207530	11410	269280	347220	115650	6598.7	164950	200390
ENSG00000117868	ESYT2	0	0	0	112900	44335	2272.9	45645	93824	34021	1450.4	39298	51439
ENSG00000117984	CTSD	224030	12270	259800	291760	0	0	0	0	85914	4324.8	91775	112870
ENSG00000118137	APOA1	201770	8736.6	144270	308080	38204	2210.5	27059	127810	111460	4600.9	69273	150570
ENSG00000118160	SLC8A2	71519	3248.8	82034	99780	36064	1267.2	35510	45282	23194	688.62	25667	32075
ENSG00000118271	TTR	68780	4061.1	72828	67481	0	0	0	0	18230	479.35	20367	21109
ENSG00000118298	CA14	0	0	0	0	31663	1896.5	32219	55329	22630	985.81	23548	38086
ENSG00000118473	SGIP1	281700	14705	291820	292520	140240	6170.6	142700	132090	83346	3904	84838	73354
ENSG00000118705	RPN2	0	0	0	0	70739	3172	80978	90029	45266	1869.3	52315	59636
ENSG00000118873	RAB3GAP2	413130	19093	449060	552710	200630	8830.1	208940	244870	105540	5234.4	122660	132300
ENSG00000119013	NDUFB3	105760	3939.6	109250	106650	0	0	0	0	99403	4633.9	101750	99500
ENSG00000119125	GDA	854970	43468	698950	1233300	604230	31705	496840	876670	295680	13951	228800	384830
ENSG00000119139	TJP2	0	0	0	0	88771	4203.6	104600	161290	56016	2222.8	66131	125720
ENSG00000119280	C1orf198	106690	5336.3	153250	181130	25121	1053.3	36996	43420	20381	825.61	33204	32512
ENSG00000119318	RAD23B	179200	8140.8	181430	295080	88248	4255	90912	148190	70497	3247.3	69849	120870
ENSG00000119383	PTPA	187200	8787.9	294470	330140	112730	4935.5	177880	211450	86635	4999.5	140050	162210
ENSG00000119396	RAB14	29435	1464.7	36135	38354	12480	538.83	15976	14375	20651	973.65	25803	26881
ENSG00000119401	TRIM32	9572	417.09	10048	11818	0	0	0	0	2702.6	56.987	3171.2	3641.4
ENSG00000119414	PPP6C	62778	2671.9	77290	101300	29577	1199.4	39077	48786	0	0	0	0
ENSG00000119431	HDHD3	65695	4274	69922	120900	22502	1491.8	24855	46020	15234	591.77	16711	31862
ENSG00000119471	HSDL2	80115	3622.8	93675	98930	14842	514.52	15085	18604	0	0	0	0
ENSG00000119541	VPS4B	102710	5453.6	114540	155750	0	0	0	0	27503	1635.3	32009	42893
