Gene ID	Gene Name	g4_g3.p-value	g4_g3.log2foldchange	g2_g1.p-value	g2_g1.log2foldchange
ENSG00000100994	PYGB	0.65872909	0	0.016617953	0.2
ENSG00000101132	PFDN4	0.370553935	0.2	0.025877221	-0.4
ENSG00000101150	TPD52L2	0.840708211	0	0.002035719	-0.7
ENSG00000101199	ARFGAP1	0.915965555	0	0.112686724	-0.1
ENSG00000101335	MYL9	0.96409469	0	0.051090346	0.6
ENSG00000101347	SAMHD1	0.820037287	0	0.161435776	-0.2
ENSG00000101365	IDH3B	0.957286073	0	0.175535629	0.1
ENSG00000101367	MAPRE1	0.676572578	0	0.201719959	-0.1
ENSG00000101400	SNTA1	0.553376909	0.1	0.01922967	-0.4
ENSG00000101439	CST3	0.008558755	-0.2	0.053703379	0.1
ENSG00000101444	AHCY	0.755447326	0	0.23638623	-0.1
ENSG00000101474	APMAP	0.969996102	0	0.267449882	-0.1
ENSG00000101557	USP14	0.795271743	0	0.028641157	0.2
ENSG00000101558	VAPA	0.407695175	-0.1	0.000889042	-0.7
ENSG00000101596	SMCHD1	0.356676935	0.6	0.852456627	-0.1
ENSG00000101940	WDR13	0.759930554	0.1	0.122160721	0.2
ENSG00000102003	SYP	0.86615704	0	0.005858524	0.3
ENSG00000102024	PLS3	0.42921714	0.1	0.030468845	-0.3
ENSG00000102054	RBBP7	0.553376909	0.1	0.016016274	-0.2
ENSG00000102109	PCSK1N	0.952053595	0	0.027958768	0.5
ENSG00000102144	PGK1	0.3221219	-0.1	0.000432595	-0.4
ENSG00000102172	SMS	0.177781703	-0.1	0.193795402	-0.1
ENSG00000102178	UBL4A	0.878621413	0	0.295024796	0.1
ENSG00000102189	EEA1	0.291256964	-0.1	0.638415662	0
ENSG00000102226	USP11	0.034261968	0.5	0.11997828	0.2
ENSG00000102390	PBDC1	0.12607604	-0.1	0.13726421	0
ENSG00000102401	ARMCX3	0.806955693	-0.1	0.054688111	0.4
ENSG00000102547	CAB39L	0.891389929	0	0.938362751	0
ENSG00000102606	ARHGEF7	0.538450491	0.3	0.816024295	-0.1
ENSG00000102699	PARP4	0.413955569	0.5	0.840179958	-0.1
ENSG00000102738	MRPS31	0.057871664	0.2	0.282009147	-0.1
ENSG00000102763	VWA8	0.358584527	0.3	0.495064778	0.2
ENSG00000102781	KATNAL1	0.22670952	0.2	0.707077164	0
ENSG00000102879	CORO1A	0.81599237	0	0.368328939	-0.1
ENSG00000102882	MAPK3	0.96409469	0	0.273055627	-0.1
ENSG00000102893	PHKB	0.181920609	0.3	0.754001618	0
ENSG00000102900	NUP93	0.957286073	0	0.490945181	0.2
ENSG00000102967	DHODH	0.748927099	0.1	0.559717707	0.1
ENSG00000103024	NME3	0.285374894	0.4	0.475315548	0.2
ENSG00000103034	NDRG4	0.402127962	-0.1	9.52E-05	-0.7
ENSG00000103056	SMPD3	0.556733128	0.1	0.282458289	0.2
ENSG00000103154	NECAB2	0.307640283	0.2	0.005045908	0.5
ENSG00000103160	HSDL1	0.948459382	0	0.039694355	0.2
ENSG00000103187	COTL1	0.243740858	-0.2	0.000340517	-0.9
ENSG00000103194	USP10	0.33529669	0.1	0.858832296	0
ENSG00000103197	TSC2	0.842928264	0	0.056451748	0.3
ENSG00000103266	STUB1	0.181920609	-0.2	0.884817837	0
ENSG00000103274	NUBP1	0.12712461	0.2	0.010956842	-0.2
ENSG00000103316	CRYM	0.321325614	-0.1	0.003139393	0.4
ENSG00000103356	EARS2	0.181920609	-0.3	0.112281967	0.2
ENSG00000103363	ELOB	0.955698172	0	0.012686768	-0.2
ENSG00000103381	CPPED1	0.242065721	-0.2	0.021350706	-0.4
ENSG00000103485	QPRT	0.804320603	0.1	0.041042764	-0.5
ENSG00000103496	STX4	0.850845622	0	0.689926655	-0.1
ENSG00000103507	BCKDK	0.999205205	0	0.148536942	0.4
ENSG00000103540	CCP110	0.525972548	0.1	0.071027853	0.3
ENSG00000103647	CORO2B	0.789276301	0.1	0.465754215	0.1
ENSG00000103723	AP3B2	0.869013324	0	0.000425376	0.3
ENSG00000103740	ACSBG1	0.304186694	0.4	0.86835639	0
ENSG00000103876	FAH	0.771834916	0.1	0.655228816	-0.1
ENSG00000103966	EHD4	0.918323829	-0.1	0.72732087	-0.1
ENSG00000104093	DMXL2	0.884797547	0	0.013731797	0.3
ENSG00000104112	SCG3	0.341408352	0.1	0.000678577	-0.8
ENSG00000104131	EIF3J	0.882252081	-0.1	0.595962215	-0.2
ENSG00000104142	VPS18	0.665856377	0.2	0.89362874	0
ENSG00000104237	RP1	0.948459382	0.1	0.220755985	1
ENSG00000104267	CA2	0.911304841	0	0.075187746	-0.3
ENSG00000104325	DECR1	0.882252081	0	0.241877067	0.1
ENSG00000104375	STK3	0.578482788	-0.6	0.535834504	-0.4
ENSG00000104381	GDAP1	0.703135704	-0.1	0.553806668	-0.1
ENSG00000104408	EIF3E	0.948459382	0	0.070167386	-0.2
ENSG00000104435	STMN2	0.713595984	-0.2	0.331651169	0.3
ENSG00000104490	NCALD	0.649927152	0.1	0.461282586	0.1
ENSG00000104722	NEFM	0.177781703	0.1	0.006293584	-0.2
ENSG00000104763	ASAH1	0.816831442	0	0.004272581	-0.4
ENSG00000104805	NUCB1	0.444800979	0.1	0.387953205	0.1
ENSG00000104812	GYS1	0.528322702	0.1	0.169193963	-0.2
ENSG00000104833	TUBB4A	0.764462473	0.2	0.274367017	0.5
ENSG00000104852	SNRNP70	0.177781703	0.3	0.319684201	-0.1
ENSG00000104915	STX10	0.124081759	0.5	0.0578614	-0.4
ENSG00000104946	TBC1D17	0.349586369	0.3	0.701432856	0.1
ENSG00000104980	TIMM44	0.970521848	0	0.271975907	0.2
ENSG00000105185	PDCD5	0.374435637	-0.1	0.156424609	0.1
ENSG00000105193	RPS16	0.718702677	0.1	0.063192875	0.2
ENSG00000105197	TIMM50	0.709456485	-0.1	0.028641157	0.3
ENSG00000105223	PLD3	0.837032758	0	0.031677725	0.2
ENSG00000105245	NUMBL	0.859449538	0	0.012678318	0.4
ENSG00000105254	TBCB	0.011073863	-0.2	3.70E-05	-0.8
ENSG00000105255	FSD1	0.501228862	-0.2	0.451092189	-0.2
ENSG00000105270	CLIP3	0.105479368	0.6	0.302882512	-0.2
ENSG00000105290	APLP1	0.870533939	0	0.000614116	0.3
ENSG00000105357	MYH14	0.746172964	0.1	0.202605574	-0.2
ENSG00000105372	RPS19	0.129010907	0.1	0.346791653	0.1
ENSG00000105376	ICAM5	0.242065721	-0.1	0.001325302	0.4
ENSG00000105379	ETFB	0.134474116	0.2	0.011445894	0.3
ENSG00000105401	CDC37	0.463589352	0.1	0.123272341	-0.2
ENSG00000105402	NAPA	0.096051517	0.2	0.225023195	-0.1
ENSG00000105409	ATP1A3	0.135271688	-0.2	0.161606124	0.1
ENSG00000105426	PTPRS	0.685672357	0.1	0.007243698	0.6
ENSG00000105443	CYTH2	0.679375248	-0.1	0.280697888	-0.2
ENSG00000105514	RAB3D	0.58558405	0.1	0.009757169	0.3
ENSG00000105519	CAPS	0.266830617	-0.3	0.008017861	-0.8
ENSG00000105607	GCDH	0.889880534	0	0.398971771	-0.1
ENSG00000105669	COPE	0.558195862	-0.1	0.586055787	0.1
ENSG00000105676	ARMC6	0.703135704	0.2	0.45869728	0.3
ENSG00000105695	MAG	0.725741703	0	0.220444523	-0.1
ENSG00000105767	CADM4	0.163372892	0.2	0.146724028	-0.2
ENSG00000105778	AVL9	0.97798458	0	0.001599511	0.5
ENSG00000105819	PMPCB	0.071256352	0.6	0.475706785	-0.1
ENSG00000105835	NAMPT	0.16461927	0.2	0.012342661	-0.3
ENSG00000105855	ITGB8	0.388692978	-0.2	0.580387582	-0.1
ENSG00000105926	MPP6	0.537922267	0	0.076902619	-0.1
ENSG00000105953	OGDH	0.565406898	0.1	0.012678368	0.2
ENSG00000106049	HIBADH	0.007498265	0.3	0.005481735	-0.2
ENSG00000106052	TAX1BP1	0.092218806	0.2	0.148172006	-0.1
ENSG00000106078	COBL	0.878621413	0	0.030638781	0.4
ENSG00000106105	GARS1	0.723008756	0	0.036980812	-0.2
ENSG00000106211	HSPB1	0.104807902	0.2	0.080414385	-0.2
ENSG00000106244	PDAP1	0.402127962	0.2	0.101738486	0.3
ENSG00000106263	EIF3B	0.585738988	-0.1	0.016239763	0.3
ENSG00000106266	SNX8	0.0805785	0.7	0.082592346	-0.3
ENSG00000106278	PTPRZ1	0.848756336	0	0.701985926	0
ENSG00000106299	WASL	0.199039905	0.1	0.002993008	0.3
ENSG00000106351	AGFG2	0.950823224	0	0.643929233	0
ENSG00000106367	AP1S1	0.273592085	0.5	0.744276524	0.1
ENSG00000106524	ANKMY2	0.969996102	0	0.41669532	-0.2
ENSG00000106605	BLVRA	0.285374894	0.2	0.020547715	-0.4
ENSG00000106615	RHEB	0.033796281	-0.2	0.646669205	0
ENSG00000106665	CLIP2	0.291256964	0.2	0.402647607	0.1
ENSG00000106682	EIF4H	0.800320685	0.1	0.267999114	0.3
ENSG00000106683	LIMK1	0.096051517	0.5	0.808038099	0
ENSG00000106701	FSD1L	0.955698172	0	0.187603983	-0.2
ENSG00000106789	CORO2A	0.531656356	0.2	0.046162134	0.5
ENSG00000106976	DNM1	0.233878242	0	0.008465935	0.1
ENSG00000106992	AK1	0.488801132	0.1	0.282651958	0.1
ENSG00000107130	NCS1	0.824685388	0	0.044422583	-0.2
ENSG00000107263	RAPGEF1	0.71717557	0.2	0.243876868	0.5
ENSG00000107295	SH3GL2	0.952243584	0	0.289442463	0.1
ENSG00000107331	ABCA2	0.136881769	-0.9	0.601774142	0.1
ENSG00000107581	EIF3A	0.239859085	0.2	0.047156323	0.2
ENSG00000107758	PPP3CB	0.356141237	0.2	0.140885726	0.2
ENSG00000107862	GBF1	0.875555468	0	0.018517011	0.3
ENSG00000107863	ARHGAP21	0.051506345	-0.2	0.001474049	0.3
ENSG00000107897	ACBD5	0.224678715	-0.2	0.712200969	0
ENSG00000107959	PITRM1	0.716946603	0.2	0.968207361	0
ENSG00000108010	GLRX3	0.235799402	0.1	0.046149632	-0.2
ENSG00000108039	XPNPEP1	0.185913638	0.2	0.005671807	-0.4
ENSG00000108064	TFAM	0.531656356	0	0.005045908	0.2
ENSG00000108094	CUL2	0.58558405	-0.1	0.137327667	0.2
ENSG00000108187	PBLD	0.439220737	0.2	0.204924294	-0.2
ENSG00000108231	LGI1	0.366141724	0.1	0.011225404	0.2
ENSG00000108309	RUNDC3A	0.837032758	0.1	0.120001694	0.3
ENSG00000108344	PSMD3	0.304186694	-0.1	0.659821245	0
ENSG00000108381	ASPA	0.547232604	0.1	0.479240359	-0.1
ENSG00000108387	SEPTIN4	0.553376909	-0.1	0.007029124	-0.3
ENSG00000108424	KPNB1	0.177781703	0.4	0.316434414	-0.2
ENSG00000108439	PNPO	0.814847484	0	0.953242909	0
ENSG00000108465	CDK5RAP3	0.501228862	0.2	0.289861132	-0.2
ENSG00000108479	GALK1	0.317983976	0.1	0.387308138	-0.1
ENSG00000108528	SLC25A11	0.570166613	0.1	0.331651169	0.2
ENSG00000108559	NUP88	0.051506345	-0.3	0.455953543	0
ENSG00000108578	BLMH	0.751070609	0	0.418772794	0
ENSG00000108582	CPD	0.488801132	0.1	0.577844093	0.1
ENSG00000108654	DDX5	0.936721458	0	0.033311722	0.2
ENSG00000108669	CYTH1	0.693022374	0.2	0.140283254	-0.4
ENSG00000108671	PSMD11	0.402127962	0.1	0.395844175	-0.1
ENSG00000108679	LGALS3BP	0.501228862	-0.1	0.024432893	-0.3
ENSG00000108774	RAB5C	0.376731995	-0.4	0.378892246	0.2
ENSG00000108797	CNTNAP1	0.158278595	0.1	0.101020239	0.1
ENSG00000108829	LRRC59	0.063722991	0.3	0.044697312	-0.2
ENSG00000108852	MPP2	0.948603337	0	0.644235606	0.1
ENSG00000108883	EFTUD2	0.962610057	0	0.875299148	0
ENSG00000108946	PRKAR1A	0.865764344	-0.1	0.289861132	-0.3
ENSG00000108984	MAP2K6	0.707481291	0.1	0.02871715	-0.6
ENSG00000109062	SLC9A3R1	0.235026168	0.2	0.557396171	0
ENSG00000109107	ALDOC	0.939138569	0	0.039916693	0.1
ENSG00000109180	OCIAD1	0.418564478	-0.2	0.076902619	0.2
ENSG00000109472	CPE	0.149047333	0.6	0.076613769	0.5
ENSG00000109519	GRPEL1	0.516257302	-0.1	0.141268343	-0.2
ENSG00000109654	TRIM2	0.409571685	0.1	0.025954688	-0.3
ENSG00000109846	CRYAB	0.673708458	0	0.001793773	-0.4
ENSG00000109917	ZPR1	0.150787362	0.3	0.01375492	0.5
ENSG00000109971	HSPA8	0.855066155	0	0.002888174	-0.2
ENSG00000110047	EHD1	0.564614799	0.1	0.743667631	-0.1
ENSG00000110048	OSBP	0.851130396	0	0.8765347	0
ENSG00000110090	CPT1A	0.588525927	-0.1	0.279462356	0.2
ENSG00000110107	PRPF19	0.330779281	-0.2	0.186148988	-0.1
ENSG00000110169	HPX	0.216504886	-0.7	0.348518771	-0.3
ENSG00000110315	RNF141	0.646632966	-0.1	0.106716319	0.3
ENSG00000110321	EIF4G2	0.703135704	0.1	0.344251547	-0.1
ENSG00000110344	UBE4A	0.72157372	0.2	0.758284808	-0.1
ENSG00000110367	DDX6	0.703135704	0.1	0.598745113	0.1
ENSG00000110395	CBL	0.531110601	0.2	0.332603709	0.2
ENSG00000110435	PDHX	0.3221219	-0.1	0.002305661	0.5
ENSG00000110436	SLC1A2	0.948459382	-0.1	0.754001618	-0.2
ENSG00000110442	COMMD9	0.72363926	0.2	0.502040907	0.3
ENSG00000110514	MADD	0.969996102	0	0.677501953	0
ENSG00000110697	PITPNM1	0.405657097	0.3	0.464594184	0.2
ENSG00000110700	RPS13	0.454927093	-0.1	0.035095876	0.3
ENSG00000110711	AIP	0.102210261	0.6	0.700370307	0.1
ENSG00000110717	NDUFS8	0.58558405	-0.1	0.207505648	-0.1
ENSG00000110871	COQ5	0.463432742	0.2	0.95432041	0
ENSG00000110880	CORO1C	0.955698172	0	0.434181739	-0.1
ENSG00000110917	MLEC	0.590565969	0.1	0.533377065	-0.1
ENSG00000110921	MVK	0.277845805	-0.2	0.346194492	0.1
ENSG00000110931	CAMKK2	0.805677855	0	0.481202367	-0.1
ENSG00000110955	ATP5F1B	0.902326531	0	0.001511284	0.3
ENSG00000111052	LIN7A	0.955698172	0	0.031762792	-0.3
ENSG00000111077	TNS2	0.562873099	-0.1	0.024663676	0.3
ENSG00000111110	PPM1H	0.218448376	0.2	0.219593032	0.1
ENSG00000111144	LTA4H	0.501228862	-0.1	0.019110338	-0.3
ENSG00000111275	ALDH2	0.791935121	0	0.022394879	0.2
ENSG00000111344	RASAL1	0.488801132	0.2	0.128656939	0.3
ENSG00000111481	COPZ1	0.063722991	0.3	0.323150291	0.1
ENSG00000111530	CAND1	0.268770842	0.2	0.811689541	0
ENSG00000111540	RAB5B	0.331443931	0.4	0.720588492	0.1
ENSG00000111605	CPSF6	0.124398213	0.6	0.57089171	0.1
ENSG00000111652	COPS7A	0.372289726	0.1	0.314850152	0.1
ENSG00000111669	TPI1	0.685672357	0.1	0.070197651	0.3
ENSG00000111674	ENO2	0.716946603	0	0.495923479	0
ENSG00000111696	NT5DC3	0.729782867	0	0.003064713	0.5
ENSG00000111726	CMAS	0.418581136	-0.1	0.010106354	-0.4
ENSG00000111731	C2CD5	0.861028064	0	0.003139393	0.5
ENSG00000111737	RAB35	0.402127962	0.1	0.005495628	0.5
ENSG00000111801	BTN3A3	0.867096094	0	0.775818161	0
ENSG00000111906	HDDC2	0.0805785	0.6	0.025513107	-0.4
ENSG00000111912	NCOA7	0.455936533	-0.3	0.809527585	-0.1
ENSG00000111961	SASH1	0.564614799	0.2	0.707949749	-0.1
ENSG00000112137	PHACTR1	0.469170129	-0.1	0.005282787	0.5
ENSG00000112186	CAP2	0.731087103	0	0.001349265	0.3
ENSG00000112210	RAB23	0.049519253	-0.2	0.00512748	0.2
ENSG00000112290	WASF1	0.453466889	-0.2	0.218167346	0.2
ENSG00000112294	ALDH5A1	0.836697142	0	0.361513412	-0.1
ENSG00000112305	SMAP1	0.070826394	0.2	0.169181205	0.1
ENSG00000112335	SNX3	0.702550417	0	0.088672291	0.1
ENSG00000112339	HBS1L	0.558195862	0.3	0.157237109	0.4
ENSG00000112379	ARFGEF3	0.003692458	-0.3	0.002201608	0.2
ENSG00000112425	EPM2A	0.605716512	0.3	0.320870213	0.4
ENSG00000112531	QKI	0.455936533	-0.1	0.285264932	-0.1
ENSG00000112640	PPP2R5D	0.842928264	0	0.026342251	-0.4
ENSG00000112685	EXOC2	0.976720851	0	0.769974018	0.1
ENSG00000112697	TMEM30A	0.000857596	-0.7	0.054008586	0.1
ENSG00000112851	ERBIN	0.666360321	0.1	0.027955877	-0.5
ENSG00000112992	NNT	0.703135704	0	0.00695859	0.2
ENSG00000113013	HSPA9	0.251469412	0.1	0.546043965	0
ENSG00000113048	MRPS27	0.855066155	-0.1	0.495866827	-0.1
ENSG00000113282	CLINT1	0.923707993	0	0.372314562	0.2
ENSG00000113312	TTC1	0.063644858	0.3	0.465754215	0.1
ENSG00000113368	LMNB1	0.620625035	-0.1	0.542533261	0
ENSG00000113387	SUB1	0.673226272	0.1	0.003795154	-0.5
ENSG00000113407	TARS1	0.913556571	0	0.097232846	-0.2
ENSG00000113448	PDE4D	0.731087103	0.1	0.249113747	0.3
ENSG00000113522	RAD50	0.882679259	0	0.118744773	0.3
ENSG00000113552	GNPDA1	0.430651437	0.2	0.267999114	-0.2
ENSG00000113578	FGF1	0.285374894	0.2	0.677501953	-0.1
ENSG00000113643	RARS1	0.402127962	-0.2	0.667574668	0.1
ENSG00000113657	DPYSL3	0.573870947	0.1	0.117867209	-0.2
ENSG00000113758	DBN1	0.502381117	0.1	0.000255198	-1
ENSG00000113763	UNC5A	0.22670952	-0.2	0.27914007	0.1
ENSG00000113966	ARL6	0.853432735	0.1	0.279300965	-0.5
ENSG00000114021	NIT2	0.76422755	0	0.781585478	0
ENSG00000114054	PCCB	0.960932377	0	0.000620758	0.6
ENSG00000114098	ARMC8	0.133564518	-0.2	0.018059849	0.2
ENSG00000114115	RBP1	0.596817776	0.1	0.601774142	0.1
ENSG00000114209	PDCD10	0.87230043	-0.1	0.600708075	0.2
ENSG00000114302	PRKAR2A	0.081872854	-0.2	0.000889042	0.5
ENSG00000114353	GNAI2	0.767759508	0	0.001237068	-0.5
ENSG00000114354	TFG	0.671379512	0.1	0.988051001	0
ENSG00000114383	TUSC2	0.447079475	-0.1	0.004851754	0.5
ENSG00000114416	FXR1	0.315065937	-0.1	0.469704654	0.1
ENSG00000114480	GBE1	0.266830617	0.4	0.061050234	0.5
ENSG00000114491	UMPS	0.977040043	0	0.04763307	0.2
ENSG00000114520	SNX4	0.957286073	0	0.260137016	0.2
ENSG00000114573	ATP6V1A	0.731087103	0	0.020566745	0.2
ENSG00000114646	CSPG5	0.298181186	-0.2	0.015511819	-0.5
ENSG00000114698	PLSCR4	0.731087103	0.1	0.335277728	-0.1
ENSG00000114742	WDR48	0.806955693	-0.1	0.295443893	0.2
ENSG00000114757	PEX5L	0.884489144	0	0.840179958	0
ENSG00000114948	ADAM23	0.302682442	0.2	0.007234837	-0.7
ENSG00000115053	NCL	0.957286073	0	0.002612436	-0.5
ENSG00000115091	ACTR3	0.66241593	0	0.007618458	0.2
ENSG00000115159	GPD2	0.925573274	0	0.301774865	0.1
ENSG00000115194	SLC30A3	0.802315172	0	0.000773697	0.6
ENSG00000115211	EIF2B4	0.400012623	-0.3	0.205875417	0.3
ENSG00000115233	PSMD14	0.139527272	0.4	0.995515608	0
ENSG00000115234	SNX17	0.264565288	-0.4	0.333879674	0.2
ENSG00000115252	PDE1A	0.725741703	0.1	0.152676411	-0.2
ENSG00000115275	MOGS	0.320496088	0.4	0.268762478	0.3
ENSG00000115306	SPTBN1	0.347715511	0	0.41669532	0
ENSG00000115310	RTN4	0.837032758	0	0.011248924	-0.3
ENSG00000115355	CCDC88A	0.316052101	0.1	0.021974678	-0.2
ENSG00000115364	MRPL19	0.488801132	0.6	0.546286261	0.4
ENSG00000115365	LANCL1	0.289141262	-0.1	0.374727768	-0.1
ENSG00000115415	STAT1	0.660081327	0.1	0.394840541	0.1
ENSG00000115419	GLS	0.689081524	0	0.044697312	0.2
ENSG00000115484	CCT4	0.158278595	0.3	0.08281503	0.2
ENSG00000115524	SF3B1	0.812705555	0.1	0.511804445	0.1
ENSG00000115541	HSPE1	0.082043069	-0.1	0.000131367	0.5
ENSG00000115677	HDLBP	0.16461927	-0.3	0.751034697	0
ENSG00000115685	PPP1R7	0.718702677	-0.1	0.743660909	0
ENSG00000115808	STRN	0.100396679	-0.1	0.011065116	0.2
ENSG00000115840	SLC25A12	0.3221219	-0.1	0.001812962	0.3
ENSG00000115866	DARS1	0.270048588	0.2	0.741763087	0
ENSG00000115875	SRSF7	0.463589352	0.5	0.178941601	0.6
ENSG00000115896	PLCL1	0.199039905	-0.2	0.55506236	-0.1
ENSG00000115902	SLC1A4	0.321325614	0.1	0.0016255	0.3
ENSG00000115944	COX7A2L	0.235026168	-0.1	0.000131367	0.7
ENSG00000115977	AAK1	0.488801132	-0.2	0.290442208	0.2
ENSG00000116005	PCYOX1	0.783034712	0	0.623241378	0.1
ENSG00000116030	SUMO1	0.793431297	0.1	0.907533402	0
ENSG00000116120	FARSB	0.304186694	0.1	0.020181263	-0.1
ENSG00000116141	MARK1	0.912293713	0	0.009415939	0.5
ENSG00000116147	TNR	0.879523129	0	0.923588539	0
ENSG00000116161	CACYBP	0.538495979	0.1	0.002192374	-0.6
ENSG00000116171	SCP2	0.255881374	-0.1	0.00626843	-0.3
ENSG00000116251	RPL22	0.357518528	0.2	0.195076522	-0.2
ENSG00000116266	STXBP3	0.361044304	-0.2	0.007978643	-0.5
ENSG00000116288	PARK7	0.86101767	0.1	0.376551211	0.2
ENSG00000116337	AMPD2	0.918603636	0	0.034155685	-0.2
ENSG00000116544	DLGAP3	0.185913638	0.5	0.060247886	0.5
ENSG00000116560	SFPQ	0.392347752	0.1	0.001309682	-0.4
ENSG00000116584	ARHGEF2	0.12532273	0.3	0.013668073	0.3
ENSG00000116586	LAMTOR2	0.942833014	0	0.163917776	-0.4
ENSG00000116675	DNAJC6	0.751070609	0.1	0.063760734	0.2
ENSG00000116688	MFN2	0.177781703	0.2	0.004990166	0.4
ENSG00000116747	RO60	0.978847342	0	0.797470953	0
ENSG00000116750	UCHL5	0.975941822	0	0.227419281	0.3
ENSG00000116791	CRYZ	0.58558405	-0.1	0.241914734	0.1
ENSG00000116871	MAP7D1	0.102166678	-0.2	0.01199162	0.2
ENSG00000116874	WARS2	0.647381733	-0.1	0.175509803	-0.2
ENSG00000116885	OSCP1	0.528710576	0.3	0.757118214	0.1
ENSG00000116903	EXOC8	0.955698172	0	0.433860638	0.1
ENSG00000117016	RIMS3	0.931457775	0	0.101020239	0.2
ENSG00000117054	ACADM	0.936721458	0	0.759582818	0.1
ENSG00000117115	PADI2	0.800320685	0	0.005282787	-0.4
ENSG00000117118	SDHB	0.789276301	0	0.147024452	0.2
ENSG00000117143	UAP1	0.720858476	0.1	0.652649193	-0.1
ENSG00000117298	ECE1	0.30295399	0.5	0.693166951	-0.1
ENSG00000117305	HMGCL	0.970521848	0	0.056339363	0.3
ENSG00000117394	SLC2A1	0.605716512	0	0.025177228	0.2
ENSG00000117448	AKR1A1	0.721354638	0	0.493002477	0.1
ENSG00000117450	PRDX1	0.868973876	0	0.000131367	-0.8
ENSG00000117528	ABCD3	0.161241041	0.5	0.899480755	0
ENSG00000117592	PRDX6	0.898606745	0	0.058691732	-0.3
ENSG00000117593	DARS2	0.431751872	0.4	0.143433209	0.5
ENSG00000117632	STMN1	0.103522867	0.2	0.01399282	0.2
ENSG00000117640	MTFR1L	0.893568276	0	0.639215601	0.1
ENSG00000117691	NENF	0.566055085	0.2	0.474184841	-0.2
ENSG00000117748	RPA2	0.709456485	-0.1	0.433860638	0.2
ENSG00000117791	MARC2	0.459174123	-0.1	0.142976354	0.1
ENSG00000117868	ESYT2	0.825874877	0	0.288130351	0.2
ENSG00000117984	CTSD	0.914326795	0	0.638993368	0.1
ENSG00000118137	APOA1	0.742604673	0.1	0.824345377	0
ENSG00000118160	SLC8A2	0.056196453	0.4	0.189499899	0.1
ENSG00000118271	TTR	0.746592352	0.3	0.520208234	0.4
ENSG00000118298	CA14	0.868973876	-0.1	0.143846447	-0.3
ENSG00000118473	SGIP1	0.843247433	0	0.00158281	0.6
ENSG00000118705	RPN2	0.357518528	0.4	0.577844093	0.1
ENSG00000118873	RAB3GAP2	0.243740858	0.1	0.031976898	0.2
ENSG00000119013	NDUFB3	0.830069786	-0.1	0.053817761	0.6
ENSG00000119125	GDA	0.83932298	0	0.104094979	0.2
ENSG00000119139	TJP2	0.402127962	0.3	0.213582496	-0.3
ENSG00000119280	C1orf198	0.884797547	0	0.076902619	0.2
ENSG00000119318	RAD23B	0.071413307	0.2	0.020964757	-0.2
ENSG00000119383	PTPA	0.962784559	0	0.387308138	-0.1
ENSG00000119396	RAB14	0.502224043	-0.1	0.336744328	0.1
ENSG00000119401	TRIM32	0.952243584	0	0.301774865	-0.4
ENSG00000119414	PPP6C	0.361195247	0.1	0.881475473	0
ENSG00000119431	HDHD3	0.709456485	-0.2	0.101020239	-0.5
ENSG00000119471	HSDL2	0.538495979	0.3	0.45412793	0.2
ENSG00000119541	VPS4B	0.185913638	-0.1	0.153424658	-0.1
ENSG00000119638	NEK9	0.962664942	0	0.002773755	0.4
ENSG00000119640	ACYP1	0.63112046	0.1	0.087974902	-0.3
ENSG00000119689	DLST	0.522914085	0.1	0.044149334	0.2
ENSG00000119711	ALDH6A1	0.638355491	0	0.028943142	0.1
ENSG00000119723	COQ6	0.75682128	0.1	0.003756765	0.6
ENSG00000119787	ATL2	0.381833687	0.1	0.394934688	-0.1
ENSG00000119979	DENND10	0.803020384	0	0.265886545	-0.1
ENSG00000120053	GOT1	0.541654295	-0.1	0.138976772	0.1
ENSG00000120063	GNA13	0.793757729	0	0.000448853	-0.4
ENSG00000120251	GRIA2	0.97798458	0	0.459099037	0.2
ENSG00000120254	MTHFD1L	0.751070609	-0.1	0.094766874	0.3
ENSG00000120438	TCP1	0.428724537	0.1	0.465754215	0
ENSG00000120549	KIAA1217	0.560840724	-0.1	0.384028083	0.1
ENSG00000120694	HSPH1	0.581881887	0.1	0.249766953	-0.1
ENSG00000120705	ETF1	0.7940483	0.1	0.727564614	-0.1
ENSG00000120860	WASHC3	0.051506345	-0.4	0.003172343	0.6
ENSG00000120885	CLU	0.729212941	0	0.052723147	-0.2
ENSG00000120899	PTK2B	0.935405844	0	0.975384201	0
ENSG00000120910	PPP3CC	0.005160598	0.5	0.09885109	0.1
ENSG00000120913	PDLIM2	0.342218283	0.3	0.218520011	0.2
ENSG00000120915	EPHX2	0.374419165	-0.1	0.80286876	0
ENSG00000120948	TARDBP	0.206469823	0.4	0.655228816	0.1
ENSG00000121022	COPS5	0.848756336	0	0.275166112	0.1
ENSG00000121057	AKAP1	0.35462012	0.3	0.044422583	0.4
ENSG00000121390	PSPC1	0.770412297	0.1	0.742252299	-0.1
ENSG00000121691	CAT	0.051506345	0.1	0.000255198	0.4
ENSG00000121769	FABP3	0.328430204	0.1	0.00695859	-0.2
ENSG00000122126	OCRL	0.61334509	-0.1	0.598745113	0.1
ENSG00000122218	COPA	0.931209668	0	0.242452052	0.1
ENSG00000122378	PRXL2A	0.763767827	-0.1	0.821125797	-0.1
ENSG00000122545	SEPTIN7	0.925573274	0	0.457070385	-0.1
ENSG00000122566	HNRNPA2B1	0.882252081	0	9.52E-05	-1
ENSG00000122694	GLIPR2	0.74026483	0	0.477064398	-0.1
